"","am_sid","sciname"
"3402","Fis-161297","Bodianus paraleucosticticus"
"3403","Fis-161298","Trachyscorpia osheri"
"3404","Fis-161300","Coelorinchus hoangi"
"3405","Fis-161301","Coelorinchus gormani"
"3406","Fis-161348","Nectamia bandanensis"
"3407","Fis-161376","Beaglichthys bleekeri"
"3408","Fis-161395","Galeus priapus"
"3409","Fis-161400","Apristurus australis"
"3410","Fis-161402","Mustelus stevensi"
"3411","Fis-161405","Mustelus walkeri"
"3412","Fis-161411","Centrophorus westraliensis"
"3413","Fis-161412","Centrophorus zeehaani"
"3414","Fis-161420","Pristiophorus delicatus"
"3415","Fis-161424","Apristurus ampliceps"
"3416","Fis-161427","Apristurus bucephalus"
"3417","Fis-161432","Cephaloscyllium cooki"
"3418","Fis-161436","Cephaloscyllium signourum"
"3419","Fis-161438","Cephaloscyllium speccum"
"3420","Fis-161440","Cephaloscyllium albipinnum"
"3421","Fis-161443","Cephaloscyllium variegatum"
"3422","Fis-161448","Cephaloscyllium hiscosellum"
"3423","Fis-161451","Figaro striatus"
"3424","Fis-161453","Glyphis garricki"
"3425","Fis-161456","Rhynchobatus palpebratus"
"3428","Fis-161466","Trygonoptera imitata"
"3429","Fis-161467","Chimaera argiloba"
"3430","Fis-161470","Trygonoptera galba"
"3432","Fis-161480","Himantura leoparda"
"3434","Fis-161491","Neotrygon picta"
"3435","Fis-161493","Neotrygon annotata"
"3436","Fis-161494","Neotrygon kuhlii"
"3437","Fis-161495","Neotrygon leylandi"
"3438","Fis-161496","Liocranium pleurostigma"
"3439","Fis-161499","Asymbolus galacticus"
"3440","Fis-161502","Chimaera fulva"
"3441","Fis-161508","Chimaera obscura"
"3442","Fis-161512","Hydrolagus homonycteris"
"3443","Fis-161515","Hydrolagus marmoratus"
"3444","Fis-161546","Amphiprion barberi"
"3445","Fis-161547","Cirrhilabrus beauperryi"
"3446","Fis-161571","Sunagocia sainsburyi"
"3447","Fis-161573","Minysicya caudimaculata"
"3448","Fis-161578","Callionymus kanakorum"
"3449","Fis-161583","Protogrammus antipodus"
"3450","Fis-161584","Ostorhinchus luteus"
"3451","Fis-161589","Neamia articycla"
"3452","Fis-161592","Dunckerocampus naia"
"3453","Fis-161602","Centropyge abei"
"3454","Fis-161603","Pterocaesio flavifasciata"
"3455","Fis-161612","Trypauchenichthys larsonae"
"3456","Fis-161616","Laiphognathus longispinis"
"3457","Fis-161627","Parapercis pacifica"
"3458","Fis-161628","Parapercis queenslandica"
"3459","Fis-161629","Parapercis xanthogramma"
"3460","Fis-161638","Pavoraja arenaria"
"3461","Fis-161642","Pavoraja mosaica"
"3462","Fis-161644","Pavoraja pseudonitida"
"3463","Fis-161646","Pavoraja umbrosa"
"3464","Fis-161648","Bodianus sepiacaudus"
"3465","Fis-161649","Bodianus rubrisos"
"3466","Fis-161650","Bodianus dictynna"
"3467","Fis-161679","Dactylosurculus gomoni"
"3468","Fis-161680","Didymothallus criniceps"
"3469","Fis-161682","Eusurculus andamanensis"
"3470","Fis-161683","Eusurculus pistillum"
"3471","Fis-161685","Kyonemichthys rumengani"
"3472","Fis-161688","Mascarenichthys heemstrai"
"3473","Fis-161694","Ungusurculus philippinensis"
"3474","Fis-161695","Ungusurculus riauensis"
"3475","Fis-161696","Ungusurculus sundaensis"
"3476","Fis-161697","Ungusurculus williamsi"
"3477","Fis-161698","Zephyrichthys barryi"
"3478","Fis-161710","Perulibatrachus aquilonarius"
"3479","Fis-161712","Microbrotula greenfieldi"
"3480","Fis-161717","Antigonia quiproqua"
"3481","Fis-161719","Pseudocaranx dinjerra"
"3482","Fis-161722","Pseudoscopelus astronesthidens"
"3483","Fis-161723","Pseudoscopelus australis"
"3484","Fis-161724","Pseudoscopelus bothrorrhinos"
"3485","Fis-161725","Pseudoscopelus lavenbergi"
"3486","Fis-161730","Heteroclinus kuiteri"
"3487","Fis-161742","Gerres akazakii"
"3488","Fis-161744","Gerres shima"
"3489","Fis-161745","Alabes bathys"
"3490","Fis-161751","Eviota masudai"
"3491","Fis-161754","Nesogobius greeni"
"3492","Fis-161755","Nesogobius maccullochi"
"3493","Fis-161761","Hapalogenys dampieriensis"
"3494","Fis-161762","Hapalogenys filamentosus"
"3495","Fis-161765","Careproctus comus"
"3496","Fis-161767","Careproctus faunus"
"3497","Fis-161772","Paraliparis mexicanus"
"3498","Fis-161776","Upeneus mouthami"
"3499","Fis-161789","Pteropsaron springeri"
"3500","Fis-161790","Rogadius mcgroutheri"
"3501","Fis-161793","Ebinania australiae"
"3502","Fis-161800","Aseraggodes cheni"
"3503","Fis-161801","Aseraggodes orientalis"
"3504","Fis-161802","Dentex abei"
"3505","Fis-161805","Malacosteus australis"
"3506","Fis-161808","Helcogramma alkamr"
"3507","Fis-161811","Helcogramma rharhabe"
"3508","Fis-161812","Helcogramma rosea"
"3509","Fis-161814","Zenopsis stabilispinosa"
"3510","Fis-161836","Pteropsaron natalensis"
"3511","Fis-161841","Odontanthias caudicinctus"
"3512","Fis-161842","Odontanthias chrysostictus"
"3513","Fis-161843","Odontanthias katayamai"
"3514","Fis-161846","Odontanthias tapui"
"3515","Fis-161848","Meganthias natalensis"
"3516","Fis-161849","Parupeneus diagonalis"
"3517","Fis-161851","Symphurus thermophilus"
"3518","Fis-161852","Dolichopteryx pseudolongipes"
"3519","Fis-161881","Soleichthys dori"
"3520","Fis-161966","Coelorinchus caelorhincus"
"3521","Fis-161971","Gnatholepis argus"
"3522","Fis-162025","Engyprosopon mozambiquensis"
"3523","Fis-162027","Dipturus argentinensis"
"3524","Fis-162036","Opistognathus alleni"
"3525","Fis-162039","Opistognathus seminudus"
"3526","Fis-162041","Opistognathus stigmosus"
"3527","Fis-162050","Opistognathus reticeps"
"3528","Fis-162056","Opistognathus fossoris"
"3529","Fis-162067","Optivus agastos"
"3530","Fis-162073","Optivus agrammus"
"3531","Fis-162076","Soleichthys serpenpellis"
"3532","Fis-162078","Soleichthys oculofasciatus"
"3533","Fis-162080","Paraulopus melanogrammus"
"3534","Fis-162084","Cheilodactylus francisi"
"3535","Fis-162107","Icelinus limbaughi"
"3536","Fis-162113","Lophiodes endoi"
"3537","Fis-162142","Festucalex kulbickii"
"3538","Fis-162148","Hippocampus pusillus"
"3539","Fis-162187","Bathycongrus trimaculatus"
"3540","Fis-162200","Microphis lineatus"
"3541","Fis-162261","Hippocampus pontohi"
"3542","Fis-162263","Hippocampus satomiae"
"3543","Fis-162297","Gymnothorax taiwanensis"
"3544","Fis-162302","Rhabdoblennius nigropunctatus"
"3545","Fis-162304","Rhabdoblennius nitidus"
"3546","Fis-162314","Ophichthus lithinus"
"3547","Fis-162325","Sigmops bathyphilus"
"3548","Fis-162326","Sigmops elongatus"
"3549","Fis-162335","Hymenocephalus aeger"
"3550","Fis-162337","Mataeocephalus kotlyari"
"3551","Fis-162365","Siphamia guttulata"
"3552","Fis-162366","Paramugil georgii"
"3553","Fis-162367","Paramugil parmatus"
"3554","Fis-162401","Pseudogramma thaumasia"
"3555","Fis-162411","Myersina crocata"
"3556","Fis-162415","Elates ransonnettii"
"3557","Fis-162433","Paratrypauchen microcephalus"
"3558","Fis-162449","Sinobatis borneensis"
"3559","Fis-162450","Sinobatis melanosoma"
"3560","Fis-162458","Photostomias tantillux"
"3561","Fis-162463","Photostomias liemi"
"3562","Fis-162469","Onigocia lacrimalis"
"3563","Fis-162475","Lycodes beringi"
"3564","Fis-162535","Engraulis capensis"
"3565","Fis-162555","Trimma hotsarihiensis"
"3566","Fis-162740","Pentapodus numberii"
"3567","Fis-162802","Alionematichthys crassiceps"
"3568","Fis-162804","Alionematichthys plicatosurculus"
"3569","Fis-162807","Alionematichthys suluensis"
"3570","Fis-162808","Alionematichthys winterbottomi"
"3571","Fis-162810","Alionematichthys minyomma"
"3572","Fis-162811","Alionematichthys riukiuensis"
"3573","Fis-162812","Alionematichthys piger"
"3574","Fis-162816","Dinematichthys trilobatus"
"3575","Fis-162826","Coelorinchus osipullus"
"3576","Fis-162827","Coelorinchus obscuratus"
"3577","Fis-162828","Halichoeres sazimai"
"3578","Fis-162830","Trimma imaii"
"3579","Fis-162831","Trimma caudipunctatum"
"3580","Fis-162833","Synodus mundyi"
"3581","Fis-162862","Gladiogobius rex"
"3582","Fis-162863","Diagramma centurio"
"3583","Fis-162865","Iniistius trivittatus"
"3584","Fis-162868","Apogon erythrosoma"
"3585","Fis-162871","Pterygotrigla amaokai"
"3586","Fis-162872","Pterygotrigla draiggoch"
"3587","Fis-162873","Pterygotrigla elicryste"
"3588","Fis-162875","Pterygotrigla soela"
"3589","Fis-162877","Eviota korechika"
"3590","Fis-162881","Pterygotrigla arabica"
"3591","Fis-162889","Xenocephalus egregius"
"3592","Fis-162891","Plectranthias elaine"
"3593","Fis-162894","Mataeocephalus cristatus"
"3594","Fis-162896","Ophidion guianense"
"3595","Fis-162897","Ophidion puck"
"3596","Fis-162908","Roa australis"
"3597","Fis-162910","Roa jayakari"
"3598","Fis-162912","Cryptocentrus tentaculatus"
"3599","Fis-162913","Pseudochromis lugubris"
"3600","Fis-162918","Cypho zaps"
"3601","Fis-162927","Manonichthys paranox"
"3602","Fis-162928","Manonichthys splendens"
"3603","Fis-162929","Manonichthys polynemus"
"3604","Fis-162931","Manonichthys alleni"
"3605","Fis-162933","Oxycercichthys veliferus"
"3606","Fis-162935","Pseudochromis alticaudex"
"3607","Fis-162938","Pseudochromis kristinae"
"3608","Fis-162940","Pseudochromis melanurus"
"3609","Fis-162990","Bythaelurus alcockii"
"3610","Fis-163002","Hydrolagus melanophasma"
"3611","Fis-163003","Halichoeres claudia"
"3612","Fis-163012","Aulotrachichthys sajademalensis"
"3613","Fis-163019","Neobythites multiocellatus"
"3615","Fis-16335","Haemulon parra"
"3616","Fis-163366","Gnatholepis yoshinoi"
"3617","Fis-163376","Parupeneus minys"
"3618","Fis-163379","Parupeneus nansen"
"3619","Fis-163380","Parupeneus fraserorum"
"3620","Fis-163381","Parupeneus seychellensis"
"3621","Fis-163384","Platycephalus orbitalis"
"3622","Fis-163395","Chromis unipa"
"3623","Fis-163398","Kajikia audax"
"3624","Fis-163399","Heteroconger mercyae"
"3625","Fis-163405","Symphurus megasomus"
"3626","Fis-163449","Soleichthys maculosus"
"3627","Fis-163462","Psednos rossi"
"3628","Fis-163504","Sympterichthys moultoni"
"3629","Fis-163515","Plagiopsetta stigmosa"
"3630","Fis-163589","Samaris spinea"
"3631","Fis-163590","Samaris chesterfieldensis"
"3632","Fis-163594","Koumansetta hectori"
"3633","Fis-163609","Apogonichthyoides atripes"
"3634","Fis-163610","Apogonichthyoides brevicaudatus"
"3635","Fis-163613","Apogonichthyoides gardineri"
"3636","Fis-163614","Apogonichthyoides heptastygma"
"3637","Fis-163615","Apogonichthyoides niger"
"3638","Fis-163616","Apogonichthyoides opercularis"
"3639","Fis-163617","Apogonichthyoides pharaonis"
"3640","Fis-163618","Apogonichthyoides pseudotaeniatus"
"3641","Fis-163619","Apogonichthyoides regani"
"3642","Fis-163621","Apogonichthyoides sialis"
"3643","Fis-163622","Apogonichthyoides timorensis"
"3644","Fis-163623","Apogonichthyoides chrysurus"
"3645","Fis-163624","Apogonichthyoides uninotatus"
"3646","Fis-163625","Apogonichthyoides umbratilis"
"3647","Fis-163637","Acanthistius joanae"
"3648","Fis-163638","Ammodytoides xanthops"
"3649","Fis-163652","Uropterygius oligospondylus"
"3650","Fis-163656","Bellottia galatheae"
"3651","Fis-163671","Hoplostethus ravurictus"
"3652","Fis-163700","Canthigaster cyanospilota"
"3653","Fis-163710","Paraliparis bullacephalus"
"3654","Fis-163729","Karalla daura"
"3655","Fis-163730","Karalla dussumieri"
"3656","Fis-163753","Poromitra curilensis"
"3657","Fis-163754","Poromitra indooceanica"
"3658","Fis-163755","Poromitra glochidiata"
"3659","Fis-163764","Poromitra nigrofulva"
"3660","Fis-163770","Poromitra coronata"
"3661","Fis-163771","Poromitra rugosa"
"3662","Fis-163772","Poromitra atlantica"
"3663","Fis-163774","Hyporthodus acanthistius"
"3664","Fis-163776","Hyporthodus ergastularius"
"3665","Fis-163777","Hyporthodus flavolimbatus"
"3666","Fis-163778","Hyporthodus mystacinus"
"3667","Fis-163779","Hyporthodus nigritus"
"3668","Fis-163780","Hyporthodus niphobles"
"3669","Fis-163781","Hyporthodus niveatus"
"3670","Fis-163782","Hyporthodus octofasciatus"
"3671","Fis-163783","Hyporthodus quernus"
"3672","Fis-163784","Hyporthodus septemfasciatus"
"3673","Fis-163836","Halichoeres zulu"
"3674","Fis-163838","Dibrachichthys melanurus"
"3675","Fis-163846","Upeneus margarethae"
"3676","Fis-163847","Upeneus suahelicus"
"3677","Fis-163860","Eviota randalli"
"3678","Fis-163875","Inegocia ochiaii"
"3679","Fis-163883","Zebrasoma velifer"
"3680","Fis-163884","Tripterygion tripteronotum"
"3681","Fis-163885","Eviota toshiyuki"
"3682","Fis-163888","Eviota winterbottomi"
"3683","Fis-163891","Eviota shimadai"
"3684","Fis-163894","Eviota rubrisparsa"
"3685","Fis-163900","Parioglossus senoui"
"3686","Fis-163903","Phoxacromion kaneharai"
"3687","Fis-163904","Ancistrogobius dipus"
"3688","Fis-163906","Ancistrogobius yanoi"
"3689","Fis-163907","Ancistrogobius yoshigoui"
"3690","Fis-163919","Malthopsis gigas"
"3691","Fis-16392","Diplodus holbrookii"
"3692","Fis-163927","Hetereleotris exilis"
"3693","Fis-163929","Scorpaenodes rubrivinctus"
"3694","Fis-163930","Coelophrys micropa"
"3695","Fis-163958","Calumia papuensis"
"3696","Fis-163959","Chrysiptera arnazae"
"3697","Fis-163965","Matanui profundum"
"3698","Fis-163966","Symphodus ocellatus"
"3699","Fis-163987","Arothron stellatus"
"3700","Fis-163998","Antennarius commerson"
"3701","Fis-164001","Cociella crocodilus"
"3702","Fis-164002","Inegocia japonica"
"3703","Fis-164006","Poecilopsetta multiradiata"
"3704","Fis-164023","Forsterygion capito"
"3705","Fis-164025","Forsterygion maryannae"
"3706","Fis-164026","Chaunax nudiventer"
"3707","Fis-164030","Centrodraco atrifilum"
"3709","Fis-164043","Halicmetus niger"
"3710","Fis-164065","Scolopsis bimaculata"
"3711","Fis-164067","Scolopsis taeniata"
"3712","Fis-164068","Scorpis georgiana"
"3713","Fis-164073","Pseudogramma megamyctera"
"3714","Fis-164074","Pseudogramma astigma"
"3715","Fis-164090","Emblemariopsis signifer"
"3716","Fis-164093","Pleuragramma antarctica"
"3717","Fis-164094","Ariomma luridum"
"3718","Fis-164117","Artedidraco lonnbergi"
"3719","Fis-164128","Jaydia truncata"
"3720","Fis-164133","Eubalichthys quadrispinis"
"3721","Fis-164150","Chaetodontoplus poliourus"
"3722","Fis-164162","Bathylagoides nigrigenys"
"3723","Fis-164166","Bathylagoides wesethi"
"3724","Fis-164172","Pleuronichthys japonicus"
"3725","Fis-164178","Xenolumpenus longipterus"
"3726","Fis-164188","Synodus vityazi"
"3727","Fis-164189","Halichoeres rubrovirens"
"3728","Fis-164211","Dolichopteroides binocularis"
"3729","Fis-164212","Sparisoma rocha"
"3730","Fis-164216","Poromitra macrophthalma"
"3731","Fis-164223","Rhynchobatus springeri"
"3733","Fis-164244","Notomuraenobathys microcephalus"
"3734","Fis-164253","Kajikia albida"
"3735","Fis-164254","Istiompax indica"
"3736","Fis-164257","Ophichthus alleni"
"3737","Fis-164262","Ophichthus ishiyamorum"
"3738","Fis-164264","Ophichthus microstictus"
"3739","Fis-164265","Ophichthus tomioi"
"3740","Fis-1643","Pegusa impar"
"3741","Fis-164328","Acanthemblemaria hastingsi"
"3742","Fis-164335","Giuris margaritacea"
"3743","Fis-164353","Chimaera notafricana"
"3744","Fis-164368","Solea turbynei"
"3745","Fis-164375","Luciobrotula coheni"
"3746","Fis-164383","Opistognathus cyanospilotus"
"3747","Fis-164396","Opistognathus randalli"
"3748","Fis-164397","Opistognathus variabilis"
"3749","Fis-164408","Paraulopus longianalis"
"3750","Fis-164419","Pomacentrus fakfakensis"
"3751","Fis-164463","Hyporthodus haifensis"
"3752","Fis-164471","Dentiraja lemprieri"
"3753","Fis-164597","Amphiprion pacificus"
"3754","Fis-1646","Pegusa nasuta"
"3755","Fis-164604","Eptatretus alastairi"
"3756","Fis-164617","Halichoeres erdmanni"
"3757","Fis-164624","Cirripectes heemstraorum"
"3758","Fis-164629","Opistognathus adelus"
"3759","Fis-164630","Opistognathus afer"
"3760","Fis-164649","Halichoeres hilomeni"
"3761","Fis-164679","Anarchias schultzi"
"3762","Fis-164699","Cruriraja hulleyi"
"3763","Fis-164703","Bathygobius antilliensis"
"3764","Fis-164713","Eviota karaspila"
"3765","Fis-164727","Parapterois macrura"
"3766","Fis-164733","Pseudoscopelus cordilluminatus"
"3767","Fis-164737","Pseudoscopelus paxtoni"
"3768","Fis-164770","Halieutichthys bispinosus"
"3769","Fis-164793","Squalus suckleyi"
"3770","Fis-164837","Ratabulus fulviguttatus"
"3771","Fis-164849","Cephaloscyllium stevensi"
"3772","Fis-164851","Paraulopus balteatus"
"3773","Fis-164852","Pomacentrus cheraphilus"
"3774","Fis-164871","Sunagocia arenicola"
"3775","Fis-164872","Amsichthys knighti"
"3776","Fis-164874","Novaculoides macrolepidotus"
"3777","Fis-164920","Hoplolatilus randalli"
"3778","Fis-164964","Kathetostoma binigrasella"
"3779","Fis-165019","Sciades parkeri"
"3780","Fis-165022","Occidentarius platypogon"
"3781","Fis-165057","Priolepis akihitoi"
"3782","Fis-165058","Priolepis cyanocephala"
"3783","Fis-165065","Sunagocia carbunculus"
"3784","Fis-165185","Eviota ancora"
"3785","Fis-165186","Eviota rubriguttata"
"3786","Fis-165192","Ophichthus pullus"
"3787","Fis-165213","Gerres simillimus"
"3788","Fis-165214","Nectamia zebrinus"
"3789","Fis-165215","Jaydia photogaster"
"3790","Fis-165216","Ostorhinchus cookii"
"3791","Fis-165217","Pristiapogon kallopterus"
"3792","Fis-165220","Scorpaenodes evides"
"3793","Fis-165225","Bassanago nielseni"
"3794","Fis-165228","Grammatonotus lanceolatus"
"3795","Fis-165230","Chironemus maculosus"
"3796","Fis-165242","Ostorhinchus taeniophorus"
"3797","Fis-165250","Chaetodon pictus"
"3798","Fis-165256","Eugnathogobius mindora"
"3799","Fis-165257","Eugnathogobius illotus"
"3800","Fis-165258","Eugnathogobius variegatus"
"3801","Fis-165277","Lampadena atlantica"
"3802","Fis-165311","Ostorhinchus apogonoides"
"3803","Fis-165314","Bathycongrus bertini"
"3804","Fis-165321","Callionymus ikedai"
"3805","Fis-165322","Synchiropus goodenbeani"
"3806","Fis-165323","Brachirus niger"
"3807","Fis-165324","Carlarius heudelotii"
"3808","Fis-165325","Xenocephalus innotabilis"
"3809","Fis-165327","Ostorhinchus maculiferus"
"3810","Fis-165380","Ctenogobius phenacus"
"3811","Fis-165431","Atrosalarias holomelas"
"3812","Fis-165433","Microlipophrys nigriceps"
"3813","Fis-165443","Trimma maiandros"
"3814","Fis-165475","Heteroscarus acroptilus"
"3815","Fis-165518","Mulloidichthys ayliffe"
"3816","Fis-165553","Equulites lineolatus"
"3817","Fis-165574","Sorsogona portuguesa"
"3818","Fis-165575","Pseudanthias bimarginatus"
"3819","Fis-165595","Cetoscarus ocellatus"
"3820","Fis-165597","Ariosoma prorigerum"
"3821","Fis-165709","Hemiramphus convexus"
"3822","Fis-165715","Creedia bilineata"
"3823","Fis-165718","Chelon planiceps"
"3824","Fis-165736","Ostorhinchus griffini"
"3825","Fis-165752","Bembrops filiferus"
"3826","Fis-165753","Coelorinchus spathulatus"
"3827","Fis-165782","Stegastes punctatus"
"3828","Fis-165783","Stegastes lividus"
"3829","Fis-165788","Histiophryne maggiewalker"
"3830","Fis-165848","Spicomacrurus mccoskeri"
"3831","Fis-165849","Pristiophorus nancyae"
"3832","Fis-165850","Trimma cheni"
"3833","Fis-165852","Trimma erdmanni"
"3834","Fis-165853","Trimma habrum"
"3835","Fis-165854","Trimma haimassum"
"3836","Fis-165856","Trimma xanthochrum"
"3837","Fis-165879","Spicomacrurus adelscotti"
"3838","Fis-165880","Spicomacrurus kuronumai"
"3839","Fis-165882","Chimaera opalescens"
"3840","Fis-165950","Eviota dorsogilva"
"3841","Fis-165952","Eviota dorsopurpurea"
"3842","Fis-165987","Etmopterus viator"
"3843","Fis-166038","Paracaristius nudarcus"
"3844","Fis-166039","Neocaristius heemstrai"
"3845","Fis-166040","Paracaristius nemorosus"
"3846","Fis-166041","Paracaristius aquilus"
"3847","Fis-166044","Etmopterus sculptus"
"3848","Fis-166045","Pholidochromis marginatus"
"3849","Fis-166073","Onigocia sibogae"
"3850","Fis-166133","Scolopsis frenata"
"3851","Fis-166151","Cantherhines cerinus"
